pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2023-09-26,94.7,1.72,5.73,"Latz, Jacob",683021,656641,field_out,hit_into_play,,,,,1.0,"Michael Stefanic grounds out, shortstop Josh H.   Smith to first baseman Nathaniel Lowe.",R,R,L,LAA,TEX,X,6.0,ground_ball,3,2,2023,0.31,1.44,-0.79,3.22,,621433.0,500871.0,2,7,Bot,112.02,149.36,,,595978,,,-7.260052031407097,-137.70859119745995,-4.06138764331425,5.588878409033288,32.53561679997146,-13.205057016478252,3.36,1.57,21.0,75.7,-7.0,94.9,2248.0,6.6,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.9,0.074,0.067,0.0,1.0,0.0,0.0,2.0,63,7,4-Seam Fastball,9,1,9,1,1,9,9,1,Standard,Standard,158.0,-0.001,-0.495
SL,2023-09-26,86.3,2.05,5.66,"Latz, Jacob",683021,656641,,ball,,,,,13.0,"Michael Stefanic grounds out, shortstop Josh H.   Smith to first baseman Nathaniel Lowe.",R,R,L,LAA,TEX,B,,,2,2,2023,-0.78,0.21,-1.41,1.02,,621433.0,500871.0,2,7,Bot,,,,,595978,,,-6.73072455276492,-125.53158346099308,-5.266583478614649,-6.792350807655404,26.38525962039989,-29.066689184055875,3.35,1.75,,,,87.2,2572.0,7.0,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.51,,,,,,,,63,6,Slider,9,1,9,1,1,9,9,1,Standard,Standard,225.0,0.0,0.103
CH,2023-09-26,86.1,2.02,5.67,"Latz, Jacob",683021,656641,,foul,,,,,8.0,"Michael Stefanic grounds out, shortstop Josh H.   Smith to first baseman Nathaniel Lowe.",R,R,L,LAA,TEX,S,,,2,2,2023,1.05,0.65,0.05,1.95,,621433.0,500871.0,2,7,Bot,,,,,595978,,,-6.858265551457258,-125.27969270379025,-3.9546411762631526,12.393180733331192,24.56081008902985,-24.724584459236784,3.36,1.57,4.0,59.3,-29.0,86.9,1650.0,6.7,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.77,,,,,,,,63,5,Changeup,9,1,9,1,1,9,9,1,Standard,Standard,134.0,0.0,0.0
FF,2023-09-26,93.6,1.67,5.76,"Latz, Jacob",683021,656641,,ball,,,,,12.0,"Michael Stefanic grounds out, shortstop Josh H.   Smith to first baseman Nathaniel Lowe.",R,R,L,LAA,TEX,B,,,1,2,2023,0.45,1.3,0.08,4.59,,621433.0,500871.0,2,7,Bot,,,,,595978,,,-5.140343553163022,-136.2301562404336,-0.1776523091802031,6.748126430148227,28.852751634738244,-16.05183217113894,3.44,1.7,,,,94.3,2077.0,6.6,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.9,,,,,,,,63,4,4-Seam Fastball,9,1,9,1,1,9,9,1,Standard,Standard,146.0,0.0,0.053
FF,2023-09-26,95.1,1.86,5.7,"Latz, Jacob",683021,656641,,foul,,,,,11.0,"Michael Stefanic grounds out, shortstop Josh H.   Smith to first baseman Nathaniel Lowe.",R,R,L,LAA,TEX,S,,,1,1,2023,0.72,1.52,-1.09,2.97,,621433.0,500871.0,2,7,Bot,,,,,595978,,,-9.41832807603217,-138.07490965647858,-4.91073004689546,11.307018886566466,31.377117147581064,-11.820660550829372,3.36,1.57,68.0,76.6,4.0,95.8,2400.0,6.9,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.63,,,,,,,,63,3,4-Seam Fastball,9,1,9,1,1,9,9,1,Standard,Standard,151.0,0.0,-0.11
SL,2023-09-26,86.3,2.01,5.7,"Latz, Jacob",683021,656641,,ball,,,,,13.0,"Michael Stefanic grounds out, shortstop Josh H.   Smith to first baseman Nathaniel Lowe.",R,R,L,LAA,TEX,B,,,0,1,2023,-0.24,0.46,-1.39,1.75,,621433.0,500871.0,2,7,Bot,,,,,595978,,,-7.70055948197585,-125.57406981273056,-4.185254884003866,-1.0808618207988872,23.92855575281903,-26.67139980296956,3.44,1.7,,,,87.6,2565.0,7.0,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.55,,,,,,,,63,2,Slider,9,1,9,1,1,9,9,1,Standard,Standard,203.0,0.0,0.04
FF,2023-09-26,94.6,1.72,5.71,"Latz, Jacob",683021,656641,,called_strike,,,,,4.0,"Michael Stefanic grounds out, shortstop Josh H.   Smith to first baseman Nathaniel Lowe.",R,R,L,LAA,TEX,S,,,0,0,2023,0.52,1.42,-0.5,2.37,,621433.0,500871.0,2,7,Bot,,,,,595978,,,-7.062162335714117,-137.4350935688026,-6.260497702155164,8.20596949088693,31.613573099416687,-12.943313816729974,3.47,1.57,,,,95.8,2239.0,7.2,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.34,,,,,,,,63,1,4-Seam Fastball,9,1,9,1,1,9,9,1,Standard,Standard,152.0,0.0,-0.063
FF,2023-09-26,94.6,1.96,5.72,"Latz, Jacob",500871,656641,walk,ball,,,,,12.0,Eduardo Escobar walks.   Brett Phillips to 2nd.,R,R,L,LAA,TEX,B,,,3,1,2023,0.58,1.5,1.71,2.49,,,621433.0,2,7,Bot,,,,,595978,,,-1.9797830705207815,-137.731579903464,-6.128839958865868,7.842552701910333,31.28016036853868,-11.948306108608842,3.07,1.52,,,,95.5,2310.0,6.8,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.68,,,0.7,1.0,0.0,0.0,,62,5,4-Seam Fastball,9,1,9,1,1,9,9,1,Standard,Standard,152.0,0.0,0.138
FF,2023-09-26,94.4,1.85,5.71,"Latz, Jacob",500871,656641,,called_strike,,,,,3.0,Eduardo Escobar walks.   Brett Phillips to 2nd.,R,R,L,LAA,TEX,S,,,3,0,2023,0.44,1.46,0.69,3.44,,,621433.0,2,7,Bot,,,,,595978,,,-4.049876241334059,-137.4147641405366,-3.472660405908449,6.541422916762891,31.120230245125345,-13.13416666703644,3.38,1.56,,,,95.1,2305.0,6.7,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.78,,,,,,,,62,4,4-Seam Fastball,9,1,9,1,1,9,9,1,Standard,Standard,153.0,0.0,-0.049
FF,2023-09-26,93.9,1.87,5.71,"Latz, Jacob",500871,656641,,ball,,,,,12.0,Eduardo Escobar walks.   Brett Phillips to 2nd.,R,R,L,LAA,TEX,B,,,2,0,2023,0.52,1.41,1.3,2.89,,,621433.0,2,7,Bot,,,,,595978,,,-2.6278684323039907,-136.6994999694542,-4.699360948567498,7.047770059355607,31.16859240622864,-13.673018278715112,3.07,1.52,,,,94.4,2127.0,6.7,716422,656641,595978,663993,677649,673962,669701,694497,665750,608671,53.85,,,,,,,,62,3,4-Seam Fastball,9,1,9,1,1,9,9,1,Standard,Standard,153.0,0.0,0.088
