pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,2023-10-01,94.0,-1.26,6.2,"Meadows, Parker",678009,608337,walk,ball,,,,,14.0,Parker Meadows walks.,R,L,R,DET,CLE,B,,,3,2,2023,-0.16,1.56,1.56,1.53,,,,0,1,Bot,,,,,666310,,,7.72520498618445,-136.40071525046247,-9.931752228184424,-3.603687602798301,28.2476321498634,-10.691236548434988,3.45,1.6,,,,94.9,2130.0,6.9,716361,608337,666310,647304,677588,671289,677587,680757,657656,660757,53.64,,,0.7,1.0,0.0,0.0,,5,9,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,206.0,0.036,0.312
CH,2023-10-01,80.2,-1.45,6.25,"Meadows, Parker",678009,608337,,foul,,,,,4.0,Parker Meadows walks.,R,L,R,DET,CLE,S,,,3,2,2023,-0.68,0.97,-0.45,2.33,,,,0,1,Bot,,,,,666310,,,3.514072343817137,-116.7751501386848,-3.881627347808934,-6.900007582833903,20.177904639233304,-22.718730787326184,3.42,1.6,136.0,68.3,73.0,80.9,1465.0,6.6,716361,608337,666310,647304,677588,671289,677587,680757,657656,660757,53.93,,,,,,,,5,8,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,237.0,0.0,0.0
CH,2023-10-01,79.4,-1.51,6.21,"Meadows, Parker",678009,608337,,foul,,,,,13.0,Parker Meadows walks.,R,L,R,DET,CLE,S,,,3,2,2023,-0.94,0.63,-0.87,2.44,,,,0,1,Bot,,,,,666310,,,3.189271915917827,-115.73113516047108,-2.793151886191424,-9.045187760776464,18.35958521630796,-26.208678864301756,3.42,1.6,181.0,63.1,45.0,80.6,1510.0,6.7,716361,608337,666310,647304,677588,671289,677587,680757,657656,660757,53.8,,,,,,,,5,7,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,228.0,0.0,0.0
CH,2023-10-01,80.6,-1.37,6.25,"Meadows, Parker",678009,608337,,ball,,,,,14.0,Parker Meadows walks.,R,L,R,DET,CLE,B,,,2,2,2023,-1.01,0.53,0.6,1.15,,,,0,1,Bot,,,,,666310,,,6.329658133659658,-117.31669685383422,-5.831721994607362,-10.400596277045414,17.699322397147068,-26.416505803019305,3.38,1.6,,,,81.6,1506.0,6.5,716361,608337,666310,647304,677588,671289,677587,680757,657656,660757,53.98,,,,,,,,5,6,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,227.0,0.0,0.103
FF,2023-10-01,93.0,-3.43,4.31,"Meadows, Parker",678009,680704,field_out,hit_into_play,,,,,1.0,Parker Meadows lines out to left fielder Steven Kwan.,R,L,R,DET,CLE,X,7.0,line_drive,0,2,2023,-0.94,1.2,-0.67,3.3,,,,1,6,Bot,49.07,110.58,,,666310,,,9.075266925848476,-135.02516011336934,0.651406947134079,-13.602305528899231,32.386928882102595,-18.0013588293698,3.42,1.6,290.0,89.4,23.0,91.9,2232.0,6.0,716361,680704,666310,647304,677588,671289,677587,680757,657656,660757,54.54,0.154,0.166,0.0,1.0,0.0,0.0,3.0,52,3,4-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard,244.0,-0.006,-0.107
FF,2023-10-01,92.8,-3.17,4.36,"Meadows, Parker",678009,680704,,foul,,,,,2.0,Parker Meadows lines out to left fielder Steven Kwan.,R,L,R,DET,CLE,S,,,0,1,2023,-0.9,0.93,-0.07,3.25,,,,1,6,Bot,,,,,666310,,,9.990185928984722,-134.85464144006326,0.9266476575017047,-13.170742479045485,28.54644101209258,-21.195012292908583,3.42,1.6,211.0,79.5,59.0,93.6,2313.0,6.8,716361,680704,666310,647304,677588,671289,677587,680757,657656,660757,53.74,,,,,,,,52,2,4-Seam Fastball,5,2,5,2,2,5,5,2,Standard,Standard,244.0,0.0,-0.036
FF,2023-10-01,94.3,-1.35,6.31,"Meadows, Parker",678009,608337,,foul,,,,,11.0,Parker Meadows walks.,R,L,R,DET,CLE,S,,,2,2,2023,-0.82,1.4,-0.49,3.71,,,,0,1,Bot,,,,,666310,,,4.070578073414829,-137.21285014378478,-4.205650104766963,-11.22979618297297,30.64375372663181,-13.725754917806048,3.42,1.6,209.0,76.8,21.0,94.9,2125.0,6.6,716361,608337,666310,647304,677588,671289,677587,680757,657656,660757,53.86,,,,,,,,5,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,208.0,0.0,0.0
SL,2023-10-01,79.9,-3.33,3.87,"Meadows, Parker",678009,680704,,swinging_strike,,,,,14.0,Parker Meadows lines out to left fielder Steven Kwan.,R,L,R,DET,CLE,S,,,0,0,2023,0.71,0.85,0.8,1.2,,,,1,6,Bot,,,,,666310,,,7.774665785326935,-116.08693503368204,-0.6899646971519402,4.838365632638581,23.28276138170173,-24.63773008167624,3.42,1.6,,,,79.8,2504.0,6.5,716361,680704,666310,647304,677588,671289,677587,680757,657656,660757,54.02,,,,,,,,52,1,Slider,5,2,5,2,2,5,5,2,Standard,Standard,92.0,0.0,-0.026
CH,2023-10-01,79.3,-1.54,6.34,"Meadows, Parker",678009,608337,,called_strike,,,,,5.0,Parker Meadows walks.,R,L,R,DET,CLE,S,,,2,1,2023,-1.41,0.8,-0.09,2.17,,,,0,1,Bot,,,,,666310,,,5.836483892773074,-115.36027709600542,-3.8593922980267976,-13.679367142029484,20.61353643170225,-24.54101880104921,3.29,1.6,,,,79.6,1438.0,6.4,716361,608337,666310,647304,677588,671289,677587,680757,657656,660757,54.05,,,,,,,,5,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,228.0,0.0,-0.067
CH,2023-10-01,80.6,-1.46,6.27,"Meadows, Parker",678009,608337,,ball,,,,,13.0,Parker Meadows walks.,R,L,R,DET,CLE,B,,,1,1,2023,-1.04,1.02,-0.05,0.92,,,,0,1,Bot,,,,,666310,,,5.106885083969008,-117.1762216366305,-7.222641391207956,-10.49014202375492,20.80649519248234,-21.63669808459795,3.36,1.57,,,,81.1,1583.0,6.6,716361,608337,666310,647304,677588,671289,677587,680757,657656,660757,53.94,,,,,,,,5,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,227.0,0.0,0.053
FF,2023-10-01,92.1,-1.26,6.31,"Meadows, Parker",678009,608337,,called_strike,,,,,5.0,Parker Meadows walks.,R,L,R,DET,CLE,S,,,1,0,2023,-0.13,1.68,-0.06,2.31,,,,0,1,Bot,,,,,666310,,,3.350643625813277,-133.8677857841811,-8.008566526579436,-2.2672317189897746,29.24451251641594,-10.467781298330262,3.35,1.6,,,,92.8,2071.0,6.8,716361,608337,666310,647304,677588,671289,677587,680757,657656,660757,53.7,,,,,,,,5,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,203.0,0.0,-0.046
FF,2023-10-01,92.5,-1.32,6.33,"Meadows, Parker",678009,608337,,ball,,,,,14.0,Parker Meadows walks.,R,L,R,DET,CLE,B,,,0,0,2023,-0.52,1.57,0.17,1.14,,,,0,1,Bot,,,,,666310,,,4.932296132315093,-134.24407602626135,-10.82680105610727,-7.351078546429189,29.4455248564148,-11.047387176242568,3.4,1.64,,,,92.6,2215.0,6.5,716361,608337,666310,647304,677588,671289,677587,680757,657656,660757,53.97,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,205.0,0.0,0.036
FF,2023-09-30,89.2,-1.75,6.3,"Meadows, Parker",678009,663474,walk,ball,,,,,13.0,Parker Meadows walks.   Akil Baddoo to 2nd.,R,L,R,DET,CLE,B,,,3,1,2023,-0.12,1.65,-0.29,1.17,,,668731.0,1,5,Bot,,,,,595956,,,3.858706744943953,-129.44628564383697,-10.052405323411758,-2.234065556237957,29.702354482084832,-11.633605399937258,3.34,1.55,,,,89.5,2150.0,6.9,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.64,,,0.7,1.0,0.0,0.0,,38,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,197.0,0.032,0.232
FF,2023-09-30,90.0,-1.88,6.25,"Meadows, Parker",678009,663474,,ball,,,,,14.0,Parker Meadows walks.   Akil Baddoo to 2nd.,R,L,R,DET,CLE,B,,,2,1,2023,-0.15,1.56,0.36,1.35,,,668731.0,1,5,Bot,,,,,595956,,,5.923228808740886,-130.63989357973972,-9.492238091589034,-3.12615779630092,30.53661816406796,-12.434514323431411,3.36,1.6,,,,90.3,2214.0,6.9,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.64,,,,,,,,38,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,193.0,0.0,0.117
CU,2023-09-30,75.6,-2.33,6.18,"Meadows, Parker",678009,663474,,ball,,,,,11.0,Parker Meadows walks.   Akil Baddoo to 2nd.,R,L,R,DET,CLE,B,,,1,1,2023,0.75,-0.46,-1.38,2.93,,,668731.0,1,5,Bot,,,,,595956,,,0.6347405577277748,-109.95639894582844,1.2785565508774317,5.922924794433847,22.12530107572238,-36.37424879808934,3.34,1.53,,,,75.7,2105.0,6.7,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.79,,,,,,,,38,3,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,37.0,0.0,0.054
FF,2023-09-30,88.8,-1.76,6.23,"Meadows, Parker",678009,663474,,called_strike,,,,,5.0,Parker Meadows walks.   Akil Baddoo to 2nd.,R,L,R,DET,CLE,S,,,1,0,2023,-0.06,1.54,0.01,2.43,,,668731.0,1,5,Bot,,,,,595956,,,4.522603337781638,-129.18014414401785,-6.494746520921193,-1.646044182320618,27.80864032388946,-13.807504110316852,3.39,1.47,,,,89.5,2102.0,6.8,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.67,,,,,,,,38,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,191.0,0.0,-0.062
FF,2023-09-30,91.6,-1.88,6.28,"Meadows, Parker",678009,663474,,ball,,,,,11.0,Parker Meadows walks.   Akil Baddoo to 2nd.,R,L,R,DET,CLE,B,,,0,0,2023,0.03,1.74,-0.02,4.11,,,668731.0,1,5,Bot,,,,,595956,,,4.659323558979365,-133.20664693680502,-3.3275952530277757,-0.815517255137762,32.588185485157425,-11.049383325981472,3.31,1.58,,,,91.8,2322.0,6.7,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.75,,,,,,,,38,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,192.0,0.0,0.042
FF,2023-09-30,92.8,-1.94,6.29,"Meadows, Parker",678009,663474,field_out,hit_into_play,,,,,11.0,Parker Meadows flies out sharply to center fielder Myles Straw.   Andy Ibanez to 3rd.,R,L,R,DET,CLE,X,8.0,fly_ball,1,2,2023,-0.58,1.69,-0.15,3.56,,628451.0,668731.0,1,3,Bot,160.4,44.31,,,595956,,,5.91412379953903,-135.00011938134674,-4.904457489066123,-8.443517925908871,31.11620703520143,-10.6719344575134,3.44,1.63,390.0,103.5,28.0,93.4,2278.0,6.8,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.68,0.8,1.539,0.0,1.0,0.0,0.0,6.0,22,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,192.0,-0.041,-0.33
FF,2023-09-30,93.1,-1.94,6.31,"Meadows, Parker",678009,663474,,foul,,,,,11.0,Parker Meadows flies out sharply to center fielder Myles Straw.   Andy Ibanez to 3rd.,R,L,R,DET,CLE,S,,,1,2,2023,-0.59,1.56,-1.13,3.21,,628451.0,668731.0,1,3,Bot,,,,,595956,,,3.3885631612663967,-135.5022382253452,-5.671737243164941,-7.945388062422476,28.69129120351024,-11.859438365348712,3.44,1.63,201.0,73.0,53.0,94.0,2265.0,6.7,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.77,,,,,,,,22,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,195.0,0.0,0.0
SL,2023-09-30,84.7,-2.13,6.2,"Meadows, Parker",678009,663474,,blocked_ball,,,,,14.0,Parker Meadows flies out sharply to center fielder Myles Straw.   Andy Ibanez to 3rd.,R,L,R,DET,CLE,B,,,0,2,2023,0.16,0.46,0.19,0.52,,628451.0,668731.0,1,3,Bot,,,,,595956,,,5.146768538537579,-123.17297844383242,-7.933891031768821,0.6547448581503189,23.25299056068881,-26.145856225157956,3.34,1.5,,,,85.5,2198.0,6.7,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.75,,,,,,,,22,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,167.0,0.0,0.043
CU,2023-09-30,77.1,-2.09,6.25,"Meadows, Parker",678009,663474,,called_strike,,,,,4.0,Parker Meadows flies out sharply to center fielder Myles Straw.   Andy Ibanez to 3rd.,R,L,R,DET,CLE,S,,,0,1,2023,0.62,-0.73,-0.56,2.52,,628451.0,668731.0,1,3,Bot,,,,,595956,,,2.137530647687554,-112.25611685855662,0.3719957457125347,4.853844454979872,20.586614870489427,-38.61666239065087,3.34,1.5,,,,77.7,2218.0,6.7,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.81,,,,,,,,22,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,32.0,0.0,-0.097
FF,2023-09-30,92.8,-1.89,6.31,"Meadows, Parker",678009,663474,,called_strike,,,,,6.0,Parker Meadows flies out sharply to center fielder Myles Straw.   Andy Ibanez to 3rd.,R,L,R,DET,CLE,S,,,0,0,2023,-0.36,1.66,0.45,2.25,,628451.0,668731.0,1,3,Bot,,,,,595956,,,6.831004550058814,-134.80770167740465,-8.260713236540246,-5.911828218518326,29.28030672975123,-10.341516864795928,3.39,1.6,,,,93.4,2224.0,6.7,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.76,,,,,,,,22,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,190.0,0.0,-0.078
FF,2023-09-30,91.7,-1.6,6.02,"Meadows, Parker",678009,675540,field_out,hit_into_play,,,,,1.0,"Parker Meadows grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",R,L,R,DET,CLE,X,4.0,ground_ball,3,2,2023,-0.4,1.35,-0.71,2.89,668731.0,608348.0,,2,7,Bot,142.86,161.66,,,666310,,,3.1109797517754023,-133.55666628785707,-4.968146994205675,-5.418018101078754,28.666983047890977,-15.154450393588936,3.44,1.63,83.0,92.1,4.0,91.4,2056.0,6.0,716380,675540,666310,647304,665926,608070,677587,680757,664702,660757,54.46,0.457,0.429,0.0,1.0,0.0,0.0,4.0,66,6,4-Seam Fastball,8,0,8,0,0,8,8,0,Standard,Standard,201.0,-0.001,-0.517
FF,2023-09-30,92.4,-1.57,5.94,"Meadows, Parker",678009,675540,,ball,,,,,13.0,"Parker Meadows grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",R,L,R,DET,CLE,B,,,2,2,2023,-0.46,1.36,-1.52,2.17,668731.0,608348.0,,2,7,Bot,,,,,666310,,,1.1005688166605017,-134.5122343517327,-6.752142202085151,-5.773211663782624,28.962231738963688,-14.358802525589654,3.31,1.53,,,,92.4,1995.0,6.3,716380,675540,666310,647304,665926,608070,677587,680757,664702,660757,54.24,,,,,,,,66,5,4-Seam Fastball,8,0,8,0,0,8,8,0,Standard,Standard,200.0,0.0,0.109
CH,2023-09-30,85.1,-2.02,5.94,"Meadows, Parker",678009,675540,,ball,,,,,11.0,"Parker Meadows grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",R,L,R,DET,CLE,B,,,1,2,2023,-1.04,0.72,-1.79,4.66,668731.0,608348.0,,2,7,Bot,,,,,666310,,,2.594174041036098,-123.86329095739153,1.8535969342037897,-11.246341133849322,24.72353103523621,-25.358309279026297,3.34,1.47,,,,84.6,1534.0,6.0,716380,675540,666310,647304,665926,608070,677587,680757,664702,660757,54.54,,,,,,,,66,4,Changeup,8,0,8,0,0,8,8,0,Standard,Standard,210.0,0.0,0.035
CU,2023-09-30,75.0,-1.68,5.97,"Meadows, Parker",678009,675540,,foul,,,,,8.0,"Parker Meadows grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",R,L,R,DET,CLE,S,,,1,1,2023,0.97,-0.99,0.22,2.13,668731.0,608348.0,,2,7,Bot,,,,,666310,,,2.189253268642352,-109.0653046652465,1.100968083189577,7.196158997742382,22.52866235009842,-40.479923422802415,3.44,1.63,165.0,90.4,13.0,74.0,2511.0,5.9,716380,675540,666310,647304,665926,608070,677587,680757,664702,660757,54.55,,,,,,,,66,3,Curveball,8,0,8,0,0,8,8,0,Standard,Standard,32.0,0.0,-0.131
FF,2023-09-30,91.6,-1.57,5.93,"Meadows, Parker",678009,675540,,foul,,,,,6.0,"Parker Meadows grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",R,L,R,DET,CLE,S,,,1,0,2023,0.0,1.07,0.54,2.33,668731.0,608348.0,,2,7,Bot,,,,,666310,,,5.319564108953445,-133.25719953198518,-5.549178451963735,-1.1086069248294723,27.775054549772992,-18.38566777533797,3.44,1.63,46.0,105.0,-1.0,91.6,1871.0,6.2,716380,675540,666310,647304,665926,608070,677587,680757,664702,660757,54.28,,,,,,,,66,2,4-Seam Fastball,8,0,8,0,0,8,8,0,Standard,Standard,201.0,0.0,-0.106
FF,2023-09-30,92.4,-1.36,5.9,"Meadows, Parker",678009,675540,,blocked_ball,,,,,14.0,"Parker Meadows grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",R,L,R,DET,CLE,B,,,0,0,2023,-0.11,1.3,0.09,0.38,668731.0,608348.0,,2,7,Bot,,,,,666310,,,3.910934807074237,-134.22011270467465,-11.071919286696131,-2.0916386895502863,27.062620935206372,-14.2788646951615,3.31,1.58,,,,92.4,1922.0,6.3,716380,675540,666310,647304,665926,608070,677587,680757,664702,660757,54.24,,,,,,,,66,1,4-Seam Fastball,8,0,8,0,0,8,8,0,Standard,Standard,199.0,0.0,0.035
FF,2023-09-30,92.3,-1.72,6.47,"Meadows, Parker",678009,663474,field_out,hit_into_play,,,,,6.0,Parker Meadows pops out to first baseman Josh Naylor in foul territory.,R,L,R,DET,CLE,X,3.0,popup,2,2,2023,-0.24,1.71,0.68,2.75,,,,0,1,Bot,165.48,182.43,,,595956,,,6.650573202156573,-134.08780371714744,-7.352566213325711,-4.365633550346415,30.604531583723404,-10.180325982720364,3.44,1.63,127.0,96.6,66.0,92.5,2224.0,6.6,716380,663474,595956,647304,665926,608070,677587,680757,664702,686823,53.9,0.02,0.024,0.0,1.0,0.0,0.0,3.0,5,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,194.0,-0.021,-0.214
