pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,2023-10-31,83.1,-2.45,5.34,"Dunning, Dane",672515,641540,field_out,hit_into_play,,,,,14.0,"Gabriel Moreno grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",W,R,R,AZ,TEX,X,5.0,ground_ball,2,2,2023,0.2,0.06,0.97,1.23,,,,0,6,Bot,100.15,162.43,,,641680,,,7.479114630617601,-120.85327197896596,-3.047962979366149,0.5007438397303515,23.782169772081765,-31.2273543932312,3.35,1.52,3.0,93.5,-22.0,83.4,2426.0,6.5,748535,641540,641680,663993,543760,673962,608369,694497,665750,608671,53.99,0.12,0.109,0.0,1.0,0.0,0.0,2.0,51,6,Slider,1,10,1,10,10,1,1,10,Standard,Standard,41.0,-0.001,-0.214
SI,2023-10-31,94.1,-2.59,5.29,"Dunning, Dane",672515,641540,,foul,,,,,5.0,"Gabriel Moreno grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",W,R,R,AZ,TEX,S,,,2,2,2023,-1.41,0.43,0.22,2.76,,,,0,6,Bot,,,,,641680,,,10.4797636168887,-136.5130680008037,-1.7105558932369394,-20.066762493438272,33.61089021382672,-26.65827502188518,3.35,1.52,112.0,96.3,4.0,94.1,2071.0,6.7,748535,641540,641680,663993,543760,673962,608369,694497,665750,608671,53.78,,,,,,,,51,5,Sinker,1,10,1,10,10,1,1,10,Standard,Standard,224.0,0.0,0.0
SL,2023-10-31,82.9,-2.39,5.36,"Dunning, Dane",672515,641540,,ball,,,,,14.0,"Gabriel Moreno grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",W,R,R,AZ,TEX,B,,,1,2,2023,0.29,-0.05,1.36,1.3,,,,0,6,Bot,,,,,641680,,,8.036231105607204,-120.44406116945784,-2.683984786192429,1.214584053969955,23.92069563730998,-32.36604168337769,3.22,1.45,,,,83.2,2403.0,6.6,748535,641540,641680,663993,543760,673962,608369,694497,665750,608671,53.9,,,,,,,,51,4,Slider,1,10,1,10,10,1,1,10,Standard,Standard,41.0,0.0,0.041
SL,2023-10-31,83.6,-2.33,5.39,"Dunning, Dane",672515,641540,,ball,,,,,14.0,"Gabriel Moreno grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",W,R,R,AZ,TEX,B,,,0,2,2023,0.23,-0.47,1.69,0.46,,,,0,6,Bot,,,,,641680,,,8.879475061199345,-121.45770049246931,-3.9989909048317296,0.4997249001763594,24.27263074994165,-36.23730566109981,3.25,1.39,,,,84.0,2355.0,6.7,748535,641540,641680,663993,543760,673962,608369,694497,665750,608671,53.83,,,,,,,,51,3,Slider,1,10,1,10,10,1,1,10,Standard,Standard,38.0,0.0,0.022
SL,2023-10-31,83.5,-2.4,5.23,"Dunning, Dane",672515,641540,,swinging_strike,,,,,14.0,"Gabriel Moreno grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",W,R,R,AZ,TEX,S,,,0,1,2023,0.23,-0.25,1.28,1.16,,,,0,6,Bot,,,,,641680,,,8.030037022382782,-121.43406118873403,-2.464240218414992,0.7717660474750877,23.24139865486933,-34.368917861784176,3.35,1.52,,,,83.9,2303.0,6.5,748535,641540,641680,663993,543760,673962,608369,694497,665750,608671,53.99,,,,,,,,51,2,Slider,1,10,1,10,10,1,1,10,Standard,Standard,51.0,0.0,-0.049
SI,2023-10-31,92.6,-2.55,5.22,"Dunning, Dane",672515,641540,,called_strike,,,,,6.0,"Gabriel Moreno grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",W,R,R,AZ,TEX,S,,,0,0,2023,-0.99,0.25,0.56,2.27,,,,0,6,Bot,,,,,641680,,,10.195688297676345,-134.51419641418343,-2.2710112366908426,-14.235171814078496,28.18147793301445,-28.882866806272595,3.27,1.34,,,,93.4,1993.0,6.8,748535,641540,641680,663993,543760,673962,608369,694497,665750,608671,53.69,,,,,,,,51,1,Sinker,1,10,1,10,10,1,1,10,Standard,Standard,227.0,0.0,-0.038
SI,2023-10-28,93.4,-2.52,5.22,"Dunning, Dane",572233,641540,field_out,hit_into_play,,,,,8.0,"Christian Walker grounds out sharply, pitcher Dane Dunning to first baseman Nathaniel Lowe.",W,R,R,TEX,AZ,X,1.0,ground_ball,1,1,2023,-1.38,0.69,-0.1,1.66,,682998.0,672515.0,2,7,Top,129.05,179.67,,,641680,,,9.339444048948756,-135.5690011365715,-4.878510788459142,-19.17097374684908,32.67900397419027,-22.712133875722444,3.41,1.58,8.0,102.0,-11.0,93.6,2054.0,6.8,748541,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.73,0.26,0.239,0.0,1.0,0.0,0.0,2.0,53,3,Sinker,1,4,4,1,4,1,4,1,Standard,Standard,233.0,0.017,-0.448
SL,2023-10-28,84.1,-2.42,5.27,"Dunning, Dane",572233,641540,,ball,,,,,14.0,"Christian Walker grounds out sharply, pitcher Dane Dunning to first baseman Nathaniel Lowe.",W,R,R,TEX,AZ,B,,,0,1,2023,0.01,-0.13,1.29,1.48,,682998.0,672515.0,2,7,Top,,,,,641680,,,8.630310103878891,-122.2384751789934,-2.1194863923717837,-1.7162039714650448,25.33358285429438,-33.218514748652765,3.49,1.61,,,,84.4,2242.0,6.6,748541,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.86,,,,,,,,53,2,Slider,1,4,4,1,4,1,4,1,Standard,Standard,43.0,0.0,0.04
SL,2023-10-28,82.3,-2.48,5.22,"Dunning, Dane",572233,641540,,swinging_strike,,,,,14.0,"Christian Walker grounds out sharply, pitcher Dane Dunning to first baseman Nathaniel Lowe.",W,R,R,TEX,AZ,S,,,0,0,2023,0.15,-0.23,0.19,0.96,,682998.0,672515.0,2,7,Top,,,,,641680,,,5.81186635877034,-119.73857928905446,-2.688010821995457,0.3187744311530568,23.449504504880483,-34.104819992186904,3.41,1.58,,,,82.9,2286.0,6.7,748541,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.79,,,,,,,,53,1,Slider,1,4,4,1,4,1,4,1,Standard,Standard,35.0,0.0,-0.063
SL,2023-10-28,82.4,-2.33,5.31,"Dunning, Dane",672515,641540,walk,blocked_ball,,,,,14.0,Gabriel Moreno walks.   Corbin Carroll to 2nd.,W,R,R,TEX,AZ,B,,,3,2,2023,0.36,-0.09,1.37,0.52,,,682998.0,2,7,Top,,,,,641680,,,7.761261161029513,-119.6671690610332,-4.146297750519565,1.865137174841269,24.35320945611953,-32.39434613287579,3.24,1.44,,,,82.7,2291.0,6.7,748541,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.76,,,0.7,1.0,0.0,0.0,,52,6,Slider,1,4,4,1,4,1,4,1,Standard,Standard,33.0,-0.007,0.217
SL,2023-10-28,83.8,-2.34,5.38,"Dunning, Dane",672515,641540,,blocked_ball,,,,,14.0,Gabriel Moreno walks.   Corbin Carroll to 2nd.,W,R,R,TEX,AZ,B,,,2,2,2023,0.08,0.01,1.75,0.87,,,682998.0,2,7,Top,,,,,641680,,,9.341091250440854,-121.66646631063338,-3.962686562022035,-1.219525103589021,26.006383184570225,-31.409580063666503,3.32,1.46,,,,83.9,2328.0,6.7,748541,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.84,,,,,,,,52,5,Slider,1,4,4,1,4,1,4,1,Standard,Standard,26.0,0.0,0.055
SI,2023-10-28,93.5,-2.55,5.26,"Dunning, Dane",672515,641540,,ball,,,,,14.0,Gabriel Moreno walks.   Corbin Carroll to 2nd.,W,R,R,TEX,AZ,B,,,1,2,2023,-1.47,0.38,0.56,1.3,,,682998.0,2,7,Top,,,,,641680,,,11.340250209044124,-135.5564361738819,-5.245456985097322,-20.670413649187896,32.781179035948995,-26.365652861837173,3.29,1.46,,,,93.7,2154.0,6.9,748541,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.64,,,,,,,,52,4,Sinker,1,4,4,1,4,1,4,1,Standard,Standard,226.0,0.0,0.028
SL,2023-10-28,83.8,-2.54,5.44,"Dunning, Dane",672515,641540,,ball,,,,,14.0,Gabriel Moreno walks.   Corbin Carroll to 2nd.,W,R,R,TEX,AZ,B,,,0,2,2023,0.08,0.04,1.11,1.42,,,682998.0,2,7,Top,,,,,641680,,,8.277758420034031,-121.79180345203692,-2.9232439763920075,-0.8689354571534084,25.16671887924064,-31.39835952637772,3.29,1.46,,,,83.7,2346.0,6.4,748541,641540,641680,663993,543760,673962,608369,694497,665750,666969,54.12,,,,,,,,52,3,Slider,1,4,4,1,4,1,4,1,Standard,Standard,27.0,0.0,0.017
SL,2023-10-28,82.0,-2.41,5.42,"Dunning, Dane",672515,641540,,foul,,,,,8.0,Gabriel Moreno walks.   Corbin Carroll to 2nd.,W,R,R,TEX,AZ,S,,,0,1,2023,0.17,0.24,-0.09,2.02,,,682998.0,2,7,Top,,,,,641680,,,4.943644166853224,-119.42694419418332,-1.617198151947176,0.717553430490895,22.476246038265856,-29.802152549421866,3.35,1.52,5.0,92.2,-21.0,82.5,2369.0,6.5,748541,641540,641680,663993,543760,673962,608369,694497,665750,666969,54.0,,,,,,,,52,2,Slider,1,4,4,1,4,1,4,1,Standard,Standard,65.0,0.0,-0.046
SL,2023-10-28,80.6,-2.58,5.43,"Dunning, Dane",672515,641540,,called_strike,,,,,4.0,Gabriel Moreno walks.   Corbin Carroll to 2nd.,W,R,R,TEX,AZ,S,,,0,0,2023,0.18,0.12,-0.45,2.63,,,682998.0,2,7,Top,,,,,641680,,,4.45110391042145,-117.3213924436038,0.2108292684505237,0.8028516285278322,21.589063278504582,-31.286527829137015,3.51,1.55,,,,81.4,2287.0,6.8,748541,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.72,,,,,,,,52,1,Slider,1,4,4,1,4,1,4,1,Standard,Standard,63.0,0.0,-0.038
SI,2023-10-27,92.7,-2.52,5.16,"Dunning, Dane",446334,641540,field_out,hit_into_play,,,,,14.0,Evan Longoria flies out to right fielder Adolis Garcia.,W,R,R,TEX,AZ,X,9.0,fly_ball,2,2,2023,-1.26,0.34,0.23,1.54,,,677950.0,1,6,Top,180.25,122.38,,,641680,,,9.843982972883865,-134.5175375546912,-4.141904101582416,-17.51756543338086,30.778982721010884,-27.346601507179983,3.66,1.73,246.0,85.2,48.0,92.9,1989.0,6.7,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.82,0.003,0.003,0.0,1.0,0.0,0.0,3.0,48,5,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,230.0,0.02,-0.274
SL,2023-10-27,83.4,-2.51,5.22,"Dunning, Dane",446334,641540,,ball,,,,,14.0,Evan Longoria flies out to right fielder Adolis Garcia.,W,R,R,TEX,AZ,B,,,1,2,2023,0.16,-0.15,0.84,1.15,,,677950.0,1,6,Top,,,,,641680,,,7.387709513798214,-121.2479324477725,-2.5997991642290774,0.0602579257169851,24.53845381329823,-33.35876460092647,3.62,1.7,,,,83.4,2336.0,6.4,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,54.08,,,,,,,,48,4,Slider,3,5,5,3,5,3,5,3,Standard,Standard,46.0,0.0,0.055
SI,2023-10-27,92.1,-2.54,5.23,"Dunning, Dane",446334,641540,,foul,,,,,14.0,Evan Longoria flies out to right fielder Adolis Garcia.,W,R,R,TEX,AZ,S,,,1,1,2023,-1.16,0.74,0.38,1.4,,,677950.0,1,6,Top,,,,,641680,,,9.981976463904417,-133.65825582107942,-5.447460913711035,-16.186250654035685,31.251651140567525,-22.197271157230656,3.66,1.73,284.0,89.0,34.0,92.2,2145.0,6.7,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.79,,,,,,,,48,3,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,231.0,0.0,-0.065
SL,2023-10-27,81.6,-2.56,5.21,"Dunning, Dane",446334,641540,,ball,,,,,14.0,Evan Longoria flies out to right fielder Adolis Garcia.,W,R,R,TEX,AZ,B,,,0,1,2023,0.09,0.08,0.33,1.31,,,677950.0,1,6,Top,,,,,641680,,,6.357365540997511,-118.76132346693464,-2.3682186521743613,-0.360237904944417,22.92881211335208,-31.159335639500927,3.67,1.73,,,,82.1,2341.0,6.6,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.89,,,,,,,,48,2,Slider,3,5,5,3,5,3,5,3,Standard,Standard,48.0,0.0,0.03
SI,2023-10-27,91.1,-2.4,5.18,"Dunning, Dane",446334,641540,,called_strike,,,,,14.0,Evan Longoria flies out to right fielder Adolis Garcia.,W,R,R,TEX,AZ,S,,,0,0,2023,-1.09,0.7,0.98,2.52,,,677950.0,1,6,Top,,,,,641680,,,10.909258472239191,-132.17972168998557,-2.234408895794568,-15.269899336970523,30.668756208553813,-23.7120332107447,3.73,1.7,,,,91.4,2065.0,6.9,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.64,,,,,,,,48,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,234.0,0.0,-0.05
CH,2023-10-27,85.7,-2.69,5.05,"Dunning, Dane",677950,641540,single,hit_into_play,,,,,13.0,Alek Thomas singles on a ground ball to second baseman Marcus Semien.,W,L,R,TEX,AZ,X,4.0,ground_ball,1,2,2023,-1.36,0.14,-0.99,1.14,,,,1,6,Top,141.22,145.7,,,641680,,,6.804852992018389,-124.64152073674526,-3.259220758838875,-15.517583627971316,25.85782040809045,-30.2010036739714,3.21,1.43,19.0,82.3,-2.0,86.1,1897.0,6.6,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.89,0.154,0.139,0.9,1.0,1.0,0.0,2.0,47,4,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,260.0,-0.018,0.312
SI,2023-10-27,93.4,-2.59,5.16,"Dunning, Dane",677950,641540,,foul,,,,,14.0,Alek Thomas singles on a ground ball to second baseman Marcus Semien.,W,L,R,TEX,AZ,S,,,1,1,2023,-1.32,0.23,0.04,1.29,,,,1,6,Top,,,,,641680,,,9.76509492207983,-135.65358507229425,-4.720725316066361,-18.42119717991533,31.041435243073835,-28.407352168089947,3.21,1.43,24.0,21.0,60.0,93.9,2109.0,6.8,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.7,,,,,,,,47,3,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,227.0,0.0,-0.043
SI,2023-10-27,93.5,-2.55,5.16,"Dunning, Dane",677950,641540,,called_strike,,,,,9.0,Alek Thomas singles on a ground ball to second baseman Marcus Semien.,W,L,R,TEX,AZ,S,,,1,0,2023,-1.28,0.25,0.78,1.62,,,,1,6,Top,,,,,641680,,,11.489806454420378,-135.66497073941102,-3.88407995618305,-18.42537664603253,30.6650805718945,-28.433663443047497,3.3,1.54,,,,93.9,2166.0,6.7,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.76,,,,,,,,47,2,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,229.0,0.0,-0.031
CU,2023-10-27,77.3,-2.56,5.34,"Dunning, Dane",677950,641540,,ball,,,,,11.0,Alek Thomas singles on a ground ball to second baseman Marcus Semien.,W,L,R,TEX,AZ,B,,,0,0,2023,1.12,-0.93,-1.8,3.17,,,,1,6,Top,,,,,641680,,,-0.4256847510766572,-112.46104557895328,4.109910787612553,9.533136252497044,22.76177226415823,-41.05007457199713,3.17,1.43,,,,77.0,2181.0,6.3,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,54.17,,,,,,,,47,1,Curveball,3,5,5,3,5,3,5,3,Standard,Standard,41.0,0.0,0.025
SL,2023-10-27,82.4,-2.61,5.29,"Dunning, Dane",666971,641540,field_out,hit_into_play,,,,,13.0,"Lourdes Gurriel Jr.  grounds out, shortstop Corey Seager to first baseman Nathaniel Lowe.",W,R,R,TEX,AZ,X,6.0,ground_ball,0,1,2023,0.21,-0.1,-0.4,1.48,,,,0,6,Top,117.9,146.72,,,641680,,,4.614483205866337,-120.08260475762378,-1.9934853881410235,1.2460922579454663,21.925904800653644,-33.00812074020298,3.61,1.72,3.0,81.2,-25.0,83.0,2529.0,6.5,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,54.03,0.066,0.061,0.0,1.0,0.0,0.0,2.0,46,2,Slider,3,5,5,3,5,3,5,3,Standard,Standard,66.0,0.017,-0.2
SI,2023-10-27,91.6,-2.53,5.23,"Dunning, Dane",666971,641540,,foul,,,,,6.0,"Lourdes Gurriel Jr.  grounds out, shortstop Corey Seager to first baseman Nathaniel Lowe.",W,R,R,TEX,AZ,S,,,0,0,2023,-1.26,0.57,0.48,2.84,,,,0,6,Top,,,,,641680,,,10.349992184491205,-132.9793039074036,-1.3461331828806915,-17.20322937918714,29.948499650836027,-25.35521330391692,3.61,1.72,271.0,84.4,28.0,91.8,2034.0,6.6,748542,641540,641680,663993,543760,673962,608369,694497,665750,666969,53.86,,,,,,,,46,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,222.0,0.0,-0.038
